,date,content,coordinates,place
159,2022-04-12 09:17:33+00:00,Thank you Lord nakauwi ulit ng maaga...di inabot ng malakas na ulan...,"{'longitude': 120.8069022, 'latitude': 14.0642361}","{'fullName': 'Alfonso, Calabarzon', 'name': 'Alfonso', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
160,2022-04-12 09:16:11+00:00,"LANDSLIDE in Brgy. Bunga, Baybay City, Leyte on April 04 during the landfall of typhoon Agaton.

PLS HELP AND RESCUE ASAP! 
There are still 30 persons who need to be rescued.

#AgatonPh #BaybayneedsHelp #LeyteNeedsHelp https://t.co/pYHuUidk2s https://t.co/1wPXiFsLHf","{'longitude': 120.9208041, 'latitude': 14.1298955}","{'fullName': 'Silang, Calabarzon', 'name': 'Silang', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
161,2022-04-12 09:14:00+00:00,"Nearby towns of Abuyog, Leyte, send help ASAP pleaaaaaase. https://t.co/8qrNJ1MviE","{'longitude': 120.9272236, 'latitude': 14.3576337}","{'fullName': 'Bacoor, Calabarzon', 'name': 'Bacoor', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
162,2022-04-12 09:11:01+00:00,"Dumaguete and Apo Island are #Kamampinks. Siquijor unfortunately I was told, voted for someone who sends ₱ help.","{'longitude': 123.001705, 'latitude': 9.3186062}","{'fullName': 'Sibulan, Central Visayas', 'name': 'Sibulan', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
163,2022-04-12 09:09:52+00:00,"Lord, please hear my prayer. Help me go throigh all this, I cant do this alone. 😊❤🌹🙏 https://t.co/6DKx4Alm69","{'longitude': 121.094473, 'latitude': 14.5270254}","{'fullName': 'Cainta, Calabarzon', 'name': 'Cainta', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
164,2022-04-12 09:09:52+00:00,Help rt po!! Ty so muchie 🥰 @ENHAMARKET @ENHYPENMARKETPH @ENHYPENPapelsRT,"{'longitude': 124.0678175, 'latitude': 12.8221556}","{'fullName': 'Gubat, Bicol Region', 'name': 'Gubat', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
165,2022-04-12 09:07:17+00:00,"🙏🏻🙏🏻 Baybay needs help! We are knocking on your kind heart to help our brothers and sisters who are suffering and devastated by the Typhoon Agaton.
#BaybayNeedsHelp 
#LeyteNeedsHelp 
#AgatonPH https://t.co/DJO3CXucZM","{'longitude': 124.7434968, 'latitude': 10.5470262}","{'fullName': 'City Of Baybay, Eastern Visayas', 'name': 'City Of Baybay', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
166,2022-04-12 08:56:07+00:00,Tama na nga ulan pls,"{'longitude': 122.6771784, 'latitude': 11.4899105}","{'fullName': 'Roxas City, Western Visayas', 'name': 'Roxas City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
167,2022-04-12 08:56:04+00:00,Abay pauwiin mo kami ulan ahahha,"{'longitude': 121.0597392, 'latitude': 13.9782382}","{'fullName': 'Balete, Calabarzon', 'name': 'Balete', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
168,2022-04-12 08:54:47+00:00,Grabeee ka ulan! 🥹,"{'longitude': 121.1014452, 'latitude': 14.7182936}","{'fullName': 'Rodriguez, Calabarzon', 'name': 'Rodriguez', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
169,2022-04-12 08:49:28+00:00,"Hello twitter friends!!

We are knocking for your generous hearts to help us raise donations for those who affected by Typhoon Agaton in My home town Baybay Leyte. 
#BaybayCityNeedsHelp #BaybayNeedsHelp #AgatonPH #AbuyogNeedsHelp https://t.co/Ecsi6aJPbU","{'longitude': 124.7434968, 'latitude': 10.5470262}","{'fullName': 'City Of Baybay, Eastern Visayas', 'name': 'City Of Baybay', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
170,2022-04-12 08:31:13+00:00,Sana bukas wala nang bagyo. 🙏🏼🙏🏼🙏🏼,"{'longitude': 122.4135556, 'latitude': 10.6798643}","{'fullName': 'Oton, Western Visayas', 'name': 'Oton', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
171,2022-04-12 08:28:27+00:00,"Screw bagyo, i want ice scramble","{'longitude': 124.7434968, 'latitude': 10.5470262}","{'fullName': 'City Of Baybay, Eastern Visayas', 'name': 'City Of Baybay', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
172,2022-04-12 08:26:53+00:00,@AltOppositionPH Oo big yan. Every vote counts. Every endorsement is a big help.💗,"{'longitude': 120.989705, 'latitude': 14.5893763}","{'fullName': 'Quezon City, National Capital Region', 'name': 'Quezon City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
173,2022-04-12 08:14:43+00:00,Anlakas nang ulan.,"{'longitude': 124.3892082, 'latitude': 11.5046982}","{'fullName': 'Naval, Eastern Visayas', 'name': 'Naval', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
174,2022-04-12 08:10:13+00:00,"Any amount of donations, monetary or in kind donations, are greatly appreciated and a big help to the victims of the typhoon.

For more information and queries, kindly directly send us a message or contact any of the contact numbers provided above. Thank you!","{'longitude': 124.6675564, 'latitude': 11.9394839}","{'fullName': 'Gandara, Eastern Visayas', 'name': 'Gandara', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
175,2022-04-12 08:08:46+00:00,hapit najud taga hawak ang baha diris amua 😭😭😭,"{'longitude': 123.8393178, 'latitude': 10.4764289}","{'fullName': 'Danao City, Central Visayas', 'name': 'Danao City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
176,2022-04-12 08:08:24+00:00,Kung ako'y inantay na kanina di sana di kami inabutan ng ulan ngayon!!!! 😒,"{'longitude': 121.0165174, 'latitude': 14.1370052}","{'fullName': 'Calamba City, Calabarzon', 'name': 'Calamba City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
177,2022-04-12 08:07:40+00:00,@AmigoGwapito Umaraw na naman hahaha patay sindi ang ulan at araw parang disco. Sabay sabi it’s a Prank! lol,"{'longitude': 121.8994113, 'latitude': 6.880958}","{'fullName': 'Zamboanga City, Zamboanga Peninsula', 'name': 'Zamboanga City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
178,2022-04-12 07:59:49+00:00,Tambay kay ulan kaayo pero dapat naka smile! 😄 #cdo https://t.co/QwNzbjFVH4,"{'longitude': 124.624664, 'latitude': 8.457851}","{'fullName': 'Lane 101', 'name': 'Lane 101', 'type': 'poi', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
179,2022-04-12 07:56:50+00:00,Ang ulan namarn.,"{'longitude': 121.55696, 'latitude': 14.0796336}","{'fullName': 'Mauban, Calabarzon', 'name': 'Mauban', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
180,2022-04-12 07:56:05+00:00,may gusto ko bang tumulong samin financially if ever? for foods and other after baha.,"{'longitude': 122.6502488, 'latitude': 11.2788582}","{'fullName': 'Cuartero, Western Visayas', 'name': 'Cuartero', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
181,2022-04-12 07:52:18+00:00,ang lakas ng ulan at hangin pero si terry mark gusto pa lumabas para bumili ng snacks...,"{'longitude': 121.8994113, 'latitude': 6.880958}","{'fullName': 'Zamboanga City, Zamboanga Peninsula', 'name': 'Zamboanga City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
182,2022-04-12 07:41:07+00:00,@jechsalouize_ma Kita ko gane inyo mayor ga swimming sa baha for rescue 🥺🙏🏽,"{'longitude': 122.6771784, 'latitude': 11.4899105}","{'fullName': 'Roxas City, Western Visayas', 'name': 'Roxas City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
183,2022-04-12 07:40:41+00:00,aware naman siguro yung mga leaders or ibang tao Kung Bakit gànyan kalakas at ka intense ang bagyo ngayon Pero obviously they're doing nothing about it.,"{'longitude': 121.8093115, 'latitude': 13.2972454}","{'fullName': 'Boac, Mimaropa', 'name': 'Boac', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
184,2022-04-12 07:27:47+00:00,Pati bagyo finifakenews 😭 https://t.co/KU2HdtW0TT,"{'longitude': 123.924315, 'latitude': 10.3484357}","{'fullName': 'Consolacion, Central Visayas', 'name': 'Consolacion', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
185,2022-04-12 07:23:32+00:00,nabalaka tawon ko pag ulan kay intawon akong mga puti maglama nasab dyun ang color ug maulanan,"{'longitude': 124.4454046, 'latitude': 8.2312831}","{'fullName': 'Cagayan De Oro City, Northern Mindanao', 'name': 'Cagayan De Oro City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
186,2022-04-12 07:22:22+00:00,@PinoyAkoBlog Malaki tulong yung pagpunta ni Miss Aika Robredo dito by visiting Lapulapu and Talisay markets kase nagmamatter talaga yung presence - H2H is really effective,"{'longitude': 123.7647381, 'latitude': 10.2594754}","{'fullName': 'Cebu City, Central Visayas', 'name': 'Cebu City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
187,2022-04-12 07:21:43+00:00,"We need HELP
#RescuePH #LeyteNeedsHelp #BaybayNeedsHelp #AgatonPH #BasyangPH https://t.co/dqMU01bgaM","{'longitude': 124.7434968, 'latitude': 10.5470262}","{'fullName': 'City Of Baybay, Eastern Visayas', 'name': 'City Of Baybay', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
188,2022-04-12 07:11:53+00:00,"HAHAHAHAHAHAHAHAHA! 
Doc N: hello Mart pa tulong ako available kba ngayun or duty kpa jan Mission?

Me: off nako karon doc hehe need nimo naay mag assist noh? Not available pa ako kasi out of town pa.

Siya: sige2 see you later..

Me: 😳 *see you later? 🤣","{'longitude': 125.7287683, 'latitude': 7.3158703}","{'fullName': 'City of Tagum, Davao Region', 'name': 'City of Tagum', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
189,2022-04-12 07:10:45+00:00,"ulan nalang palage, umayy","{'longitude': 121.3031888, 'latitude': 13.6546303}","{'fullName': 'San Juan, Calabarzon', 'name': 'San Juan', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
190,2022-04-12 07:08:30+00:00,Guys help. Yung anak ni Congressman nagkakalat na naman sa Facebook. Please report! https://t.co/iAZuAJFUAK,"{'longitude': 120.9219209, 'latitude': 14.2623238}","{'fullName': 'Dasmarinas, Calabarzon', 'name': 'Dasmarinas', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
191,2022-04-12 07:03:37+00:00,why naman may bagyo huhu 🥺,"{'longitude': 122.07143552488598, 'latitude': 11.74615291298417}","{'fullName': 'Pandan, Antique', 'name': 'Pandan, Antique', 'type': 'poi', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
192,2022-04-12 06:58:27+00:00,Alas dos palang pero grabe andilim na ng paligid. Mas malakas pa ang ulan ngayon kesa kahapon 😅,"{'longitude': 124.3892082, 'latitude': 11.5046982}","{'fullName': 'Naval, Eastern Visayas', 'name': 'Naval', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
193,2022-04-12 06:57:43+00:00,Shutanginang ulan ee d na makapag work 2 days na 😪,"{'longitude': 121.4208787, 'latitude': 13.8137882}","{'fullName': 'Sariaya, Calabarzon', 'name': 'Sariaya', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
194,2022-04-12 06:52:47+00:00,"Hello guys!🤗 Let's help and support  @jayemacaraan
reach 10k followers or more in his IG and other social media accounts! follow him on Kumu @pbbjaye for live updates and other ganap! Thank you po! 😊 💖
https://t.co/kAK4G0dZyj","{'longitude': 123.240723, 'latitude': 9.2636781}","{'fullName': 'Dumaguete City, Central Visayas', 'name': 'Dumaguete City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
195,2022-04-12 06:51:38+00:00,"Sana mag stop na yung ulan. 🥺

#Agaton beke nemen. 🥺 https://t.co/1txY2OIETD","{'longitude': 123.9114563, 'latitude': 10.3107867}","{'fullName': 'Mandaue City, Central Visayas', 'name': 'Mandaue City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
196,2022-04-12 06:40:22+00:00,"Lord, please mustop nata ang uwan gamay nlang jd kuwang nana jd sa pultahan namo ang baha","{'longitude': 123.8393178, 'latitude': 10.4764289}","{'fullName': 'Danao City, Central Visayas', 'name': 'Danao City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
197,2022-04-12 06:39:53+00:00,Lingaw kayko nag road trip mis uwan pero naguol pag ule kay baha na deay amoa huhuhu,"{'longitude': 123.8393178, 'latitude': 10.4764289}","{'fullName': 'Danao City, Central Visayas', 'name': 'Danao City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
198,2022-04-12 06:19:36+00:00,untata na ang ulan maluoy ikaw huhu,"{'longitude': 122.6771784, 'latitude': 11.4899105}","{'fullName': 'Roxas City, Western Visayas', 'name': 'Roxas City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
199,2022-04-12 06:19:09+00:00,Ayw sag ulan,"{'longitude': 124.4454046, 'latitude': 8.2312831}","{'fullName': 'Cagayan De Oro City, Northern Mindanao', 'name': 'Cagayan De Oro City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
200,2022-04-12 06:17:25+00:00,Ulan nasad 😒,"{'longitude': 124.4454046, 'latitude': 8.2312831}","{'fullName': 'Cagayan De Oro City, Northern Mindanao', 'name': 'Cagayan De Oro City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
201,2022-04-12 06:16:54+00:00,"Thank you so much Lord! Will now do my part to help others! Use me as You will!

Lord, please grant our prayer. Pres. Leni Robredo naman! https://t.co/UFfGSDZuP7","{'longitude': 121.4912718, 'latitude': 15.6753754}","{'fullName': 'Baler, Central Luzon', 'name': 'Baler', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
202,2022-04-12 06:13:45+00:00,Baw nagbaskog naman ulan ya hu. Abi ko maamat amat na hinay. Tsk,"{'longitude': 122.900966, 'latitude': 11.3713887}","{'fullName': 'President Roxas, Western Visayas', 'name': 'President Roxas', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
203,2022-04-12 06:05:30+00:00,"Kaya si Leni ang aking Pangulo! Maraming salamat po Ma’am @lenirobredo sa pag tulong sa ating mga kababayan na nasalanta ng #BagyongAgaton 🙏 Let’s spread the good news Kakampinks  🌸🇵🇭✨ 

#LeniRobredoForPresident #LeniKiko2022 #AgatonPH #Halalan2022 #Eleksyon2022 https://t.co/3HVM1885W7","{'longitude': 121.0167613, 'latitude': 14.5674476}","{'fullName': 'Mandaluyong City, National Capital Region', 'name': 'Mandaluyong City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
204,2022-04-12 06:04:27+00:00,"First stop: El Nido

“Bagyo never bother her anyway” @ Bacuit Bay, El Nido, Palawan, PH https://t.co/n2p2lDlzTg","{'longitude': 119.38898333, 'latitude': 11.18030437}","{'fullName': 'El Nido, Mimaropa', 'name': 'El Nido', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
205,2022-04-12 05:58:34+00:00,Help! san pwede magpa gulong here sa Manda. Sa province kasi usually ako nagpapalit gulong!,"{'longitude': 121.0167613, 'latitude': 14.5674476}","{'fullName': 'Mandaluyong City, National Capital Region', 'name': 'Mandaluyong City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
206,2022-04-12 05:48:09+00:00,@MrBeast @MrBeast Hi Mr beast my name is Jessy from the Philippines i'm one of your subscribers. I'm being desprate but i want to ask a help from you I have a Lump breast and need to get a surgery and its been 3years now and the cyst is getting bigger 🥺 please notice me🙏 please..,"{'longitude': 121.1017341, 'latitude': 14.0003437}","{'fullName': 'Malvar, Calabarzon', 'name': 'Malvar', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
207,2022-04-12 05:48:00+00:00,@MrBeast @MrBeast Hi Mr beast my name is Jessy from the Philippines i'm one of your subscribers. I'm being desprate but i want to ask a help from you I have a Lump breast and need to get a surgery and its been 3years now and the cyst is getting bigger 🥺 please notice me🙏 please..,"{'longitude': 121.1017341, 'latitude': 14.0003437}","{'fullName': 'Malvar, Calabarzon', 'name': 'Malvar', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
208,2022-04-12 05:47:41+00:00,@MrBeast @MrBeast Hi Mr beast my name is Jessy from the Philippines i'm one of your subscribers. I'm being desprate but i want to ask a help from you I have a Lump breast and need to get a surgery and its been 3years now and the cyst is getting bigger 🥺 please notice me🙏 please..,"{'longitude': 121.1017341, 'latitude': 14.0003437}","{'fullName': 'Malvar, Calabarzon', 'name': 'Malvar', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
209,2022-04-12 05:46:18+00:00,"Dili naman ni pang-cuddle ang ulan, pang-evacuate naman ni.🙂","{'longitude': 121.8994113, 'latitude': 6.880958}","{'fullName': 'Zamboanga City, Zamboanga Peninsula', 'name': 'Zamboanga City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
210,2022-04-12 05:40:38+00:00,Murag qouta naman tawon tas mga bagyo ani.   😢,"{'longitude': 123.7647381, 'latitude': 10.2594754}","{'fullName': 'Cebu City, Central Visayas', 'name': 'Cebu City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
211,2022-04-12 05:29:02+00:00,@LGenabe @itsCanete0520 @ray_ado hi Ati. Grabe ulan dito. Dmung bagyo. Mga Kalsada sa probinsiya bumibiyak na,"{'longitude': 123.9114563, 'latitude': 10.3107867}","{'fullName': 'Mandaue City, Central Visayas', 'name': 'Mandaue City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
212,2022-04-12 05:25:32+00:00,Daw maligo ko sa ulan glg kay katugnaw tugnaw. F03tTaHh,"{'longitude': 122.6305936, 'latitude': 10.7783029}","{'fullName': 'Dumangas, Western Visayas', 'name': 'Dumangas', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
213,2022-04-12 05:20:35+00:00,please help po sa mga nasalanta ng bagyong agaton sa leyte po 🙏🙏🙏 https://t.co/b2HjJPHvJi,"{'longitude': 120.8840735, 'latitude': 14.3532317}","{'fullName': 'Imus, Calabarzon', 'name': 'Imus', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
214,2022-04-12 05:15:52+00:00,@TeamYouTube im in need of help. My recent livestream yesterday of Gran Turismo 7 has been copyrighted by a name of Creative Culture Catalyst. My video was entirely myself competing in the GTWS championships. Ive seen that this is a false copyright claimant. How do we fix this?,"{'longitude': 120.989705, 'latitude': 14.5893763}","{'fullName': 'Quezon City, National Capital Region', 'name': 'Quezon City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
215,2022-04-12 05:00:44+00:00,"@nyaaaaati Melatonin would be great, they help make you sleepy","{'longitude': 120.989705, 'latitude': 14.5893763}","{'fullName': 'Quezon City, National Capital Region', 'name': 'Quezon City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
216,2022-04-12 05:00:24+00:00,@lenirobredo Ito ang aking Pangulo! Salamat Ma’am @lenirobredo sa pag tulong sa ating mga kababayan! 🙏🌸,"{'longitude': 121.0167613, 'latitude': 14.5674476}","{'fullName': 'Mandaluyong City, National Capital Region', 'name': 'Mandaluyong City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
217,2022-04-12 04:58:18+00:00,Inabot pa nga ng malakas na ulan,"{'longitude': 121.0597392, 'latitude': 13.9782382}","{'fullName': 'Balete, Calabarzon', 'name': 'Balete', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
218,2022-04-12 04:57:22+00:00,"Ulan ka lang, waterproof kami🤪😅🙏 https://t.co/GZuUgYtsqQ","{'longitude': 122.75645790490276, 'latitude': 11.578212724381116}","{'fullName': 'St. Anthony College Hospital', 'name': 'St. Anthony College Hospital', 'type': 'poi', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
219,2022-04-12 04:52:55+00:00,@helpingneeds1 Thanks to all the people who will help 🙏🙏 blessed their kind hearts more 🙏🙏,"{'longitude': 118.380612, 'latitude': 9.5181242}","{'fullName': 'Puerto Princesa City, Mimaropa', 'name': 'Puerto Princesa City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
220,2022-04-12 04:47:10+00:00,"!! BAYBAY CITY LEYTE NEEDS HELP !! 

Calling the attention of all rescuers from different agencies or organizations, rescuers from different municipalities, rescuers of the Philippines, the people of BAYBAY CITY, Leyte need your help

#rescue #BaybayCityNeedsHelp https://t.co/lQnUbi5qqv","{'longitude': 124.7434968, 'latitude': 10.5470262}","{'fullName': 'City Of Baybay, Eastern Visayas', 'name': 'City Of Baybay', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
221,2022-04-12 04:34:57+00:00,Thank you sunshines..malaking tulong na po ito..sa gusto pa pong tumulong..maraming salamt po.. https://t.co/SRDJ90k2jI,"{'longitude': 124.7434968, 'latitude': 10.5470262}","{'fullName': 'City Of Baybay, Eastern Visayas', 'name': 'City Of Baybay', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
222,2022-04-12 04:29:59+00:00,"#AgatonPH 
#PadayonCapiz
Help us Lord 🙏😭 https://t.co/yrIiM2SbJ6","{'longitude': 122.6502488, 'latitude': 11.2788582}","{'fullName': 'Cuartero, Western Visayas', 'name': 'Cuartero', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
223,2022-04-12 04:25:12+00:00,Yung puro ulan nalang kaya yung harapan malang muna ng tric at loob nililinis ko bwct haha,"{'longitude': 121.3674428, 'latitude': 14.036677}","{'fullName': 'Rizal, Calabarzon', 'name': 'Rizal', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
224,2022-04-12 04:23:47+00:00,"Vebz gusto ko mag elyu, kaso yung summer natin tag ulan e HAAHHA","{'longitude': 121.1393728, 'latitude': 14.5112678}","{'fullName': 'Angono, Calabarzon', 'name': 'Angono', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
225,2022-04-12 04:19:49+00:00,"dapat kahapon pa flight namin pabalik ng mnl, pero stranded pa rin kami dito sa bantayan island. 🥲

bale dalawang bagyo na naabutan namin dito… bat naman ganon lord… #AgatonPH #BasyangPH","{'longitude': 123.7565237, 'latitude': 11.1474093}","{'fullName': 'Santa Fe, Central Visayas', 'name': 'Santa Fe', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
226,2022-04-12 04:06:52+00:00,Lakas ng ulan,"{'longitude': 121.4145398, 'latitude': 14.0637464}","{'fullName': 'Liliw, Calabarzon', 'name': 'Liliw', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
227,2022-04-12 04:02:18+00:00,omg! cebu needs help ang santa santitang Manang doon ng VVM. pakauwaw lang jud.,"{'longitude': 125.2148204, 'latitude': 6.9590062}","{'fullName': 'Davao City, Davao Region', 'name': 'Davao City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
228,2022-04-12 03:53:35+00:00,Kinsa naman sad ning sala sigeg ulan?,"{'longitude': 124.7288083, 'latitude': 8.2042327}","{'fullName': 'Manolo Fortich, Northern Mindanao', 'name': 'Manolo Fortich', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
229,2022-04-12 03:50:37+00:00,"My hometown AJUY, ILOILO is currently recorded its worst flooding in our history. We badly need your help, with this, I am knocking on your generous heart for any act of kindness to help my fellow Ajuynon.

#AgatonPH #AjuyNeedsHelp #AgatonPH https://t.co/v3EyKDIDnk","{'longitude': 122.9242409, 'latitude': 11.030751}","{'fullName': 'Ajuy, Western Visayas', 'name': 'Ajuy', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
230,2022-04-12 03:48:53+00:00,Tara donation drive tayo sa mga affected areas ng bagyo,"{'longitude': 120.989705, 'latitude': 14.5893763}","{'fullName': 'Quezon City, National Capital Region', 'name': 'Quezon City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
231,2022-04-12 03:47:45+00:00,Ayaw ako pauwiin ng ulan 🙂,"{'longitude': 121.204743, 'latitude': 14.3166627}","{'fullName': 'Cardona, Calabarzon', 'name': 'Cardona', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
232,2022-04-12 03:46:17+00:00,"🥺 Lord, help us! https://t.co/eNZtPfIesC","{'longitude': 121.0167613, 'latitude': 14.5674476}","{'fullName': 'Mandaluyong City, National Capital Region', 'name': 'Mandaluyong City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
233,2022-04-12 03:44:31+00:00,Swerte gihapon ang banwa sang ivisan wala gna baha thank you lord🙏,"{'longitude': 122.6308984, 'latitude': 11.4910921}","{'fullName': 'Ivisan, Western Visayas', 'name': 'Ivisan', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
234,2022-04-12 03:40:13+00:00,"Happy birthday @jennifergelitox 🎂🎉 Miss you 💗 gina bagyo tay birthday mo, HAHAHAH love you!","{'longitude': 122.1900429, 'latitude': 11.318662}","{'fullName': 'Libacao, Western Visayas', 'name': 'Libacao', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
235,2022-04-12 03:34:57+00:00,My heart hurt so muchhhh 😭 May all your souls rest in peace to the victims of landslide in Baybay Leyte 🙏😭 #BaybayNeedsHelp,"{'longitude': 124.7521175, 'latitude': 10.1103384}","{'fullName': 'City Of Maasin, Eastern Visayas', 'name': 'City Of Maasin', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
236,2022-04-12 03:31:31+00:00,ULAN NASAD PUTAAA,"{'longitude': 124.4454046, 'latitude': 8.2312831}","{'fullName': 'Cagayan De Oro City, Northern Mindanao', 'name': 'Cagayan De Oro City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
237,2022-04-12 03:09:10+00:00,everyday ulan naman ni uy,"{'longitude': 124.4169098, 'latitude': 8.3665842}","{'fullName': 'El Salvador, Northern Mindanao', 'name': 'El Salvador', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
238,2022-04-12 03:07:12+00:00,walang tigil na ulan!!,"{'longitude': 121.4852096, 'latitude': 14.0614533}","{'fullName': 'Lucban, Calabarzon', 'name': 'Lucban', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
239,2022-04-12 03:04:26+00:00,Hay nako. Bagyo 🤧,"{'longitude': 122.6904803, 'latitude': 9.3385042}","{'fullName': 'Bayawan City, Central Visayas', 'name': 'Bayawan City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
